review,sentiment
"I recognize that these things aren't always safe or carefully regulated, which worries me, but somehow not enough to make me stop.",negative
"For the diet pills, I feel it is not directly caused by anything in particular. Rather I find that I take them more if I actually remember to. Meal restricting does seem relevant for the behavior chain though, so I will do that!",none
The more busy I am the less time I have to exercise and actively eat healthy. This usually makes me more self conscious are more willing to compare myself to others. Also when I do poorly in school I feel out of control and attempt to control myself by eating less.,none
"In terms of the diet pills, I'm not really sure when it started. It wasn't something I would do when I was anorexic and underweight but sometime during college it started. I felt I had damaged my metabolism and was unable to loose weight as efficiently on my own so i sought help in this form. I usually take a combination of CLA and a ""burn"" pill for women.",none
"I think I still have this intention, and though I haven't achieved it yet, I think I am getting closer.",positive
Everything is fine! I have just been busy with school! I plan to use it more this week.,positive
I did! it definitely helped to calm me down.,positive
"Hi Bianca, I apologize for my inactivity. It was rude of me to sign up for this program and then not participate in it.",negative
My goal is to now follow through with it.,positive
"Hello Elise! Glad to finally have made my way here. I'm excited to start the process and hopefully be able to change the way I think about my body for the better! I'll be sure to ask away, thank you :)",positive
Thanks - I just think the eating tracking isn't really doing anything beneficial for me anymore so I'm not sure that returning will be helpful,none
Hi - I wanted to ask about the program. I'm starting to feel like my check-ins are redundant and becoming not as relevant to my situation. Is there anything to be done? Thanks!,none
"Thanks, sorry I've been super swamped with work! Maybe we can set up a time to talk - I don't think my going through the preset program route will work for me",none
"Hi - sorry my schedule is crazy hectic so I'm not quite sure when will be a good time. Possibly Saturday? And I still don't feel like some of the stuff has been extremely helpful, although I do like that we're now focusing on body image. I still think the questions regarding laxatives/purging are unnecessary. I think just being more aware and having accountability to the program has helped me lessen my loss of control with eating",none
"I actually had already been doing that before the ""exercise"" so it isn't very uncomfortable for me. I'd been working on looking at myself and forcing myself to think positive instead of negative thoughts",none
Thanks! Still have the same feelings about my needs being more body image based rather than food habit based,none
Hi - I'm thinking I may need to take a break from the program. I feel like in some aspects I'm getting better and a lot of these activities are not relevant anymore.,positive
"Thanks! I'm thinking about starting back up again, but I do feel like the options I selected initially are not really applicable anymore and I may benefit from other tracks of this program. Is there any way for me to update my settings? Thanks",positive
"Hi Myra - thanks for the message. I think just having the exercise themselves, and forcing me to think about different things actively is helpful",positive
I think I'm just going to take some time away and come back if I need it. Thanks though! Have a good Sunday!,positive
"I feel like a have a pretty good knowledge and understanding of healthy eating. Tracking and planning my meals have been really helpful. The meal planning was something I learned from the nutritionist I was seeing. 
But I know that the reason I struggle so much with my weight is because I don't exercise. I've tried to start different exercise regimes at various times and have not been successful. I have a really busy schedule and most of the time I'm too tired to fit it in. I did like the tip to start exercising by paying attention to the frequency instead of the intensity. I think that may be useful to me.",mixed
"I can't say I look forward to any type of workout. Though I do like hiking/walking in nature, swimming, and dancing. And yoga! I think I do best when I work out with a friend. It helps force me to go.",none
"Sometimes I'm not sure whether or not to report ""binging"". There are times in the past I felt like I truly binge ate, like eating a whole bag of cookies or pint of ice cream or stuffed myself with x,y,z without being able to stop. Usually that happens late at night. I used to binge eat in bed sometimes (either sweets, like cookies, or sometimes snacks like Goldfish) but I've tried to curb that since I started seeing a therapist/nutritionist who has helped me identify some over-eating behaviors. 
But there are other times, like last night, where I feel like I continue eating beyond when I felt full. This is why I put that I had 1 episode of binge eating. I ate a big dinner and probably had a bigger portion than I needed, and continued eating even though I felt ""stuffed"". I had some friends over and we were having fish tacos and beans.",none
"Okay yeah a little more -- if I think about it as things I wish I didn't eat, or things I eat un-mindfully, or things I wish I didn't eat so much of afterwards...that resonates with me. So I'd probably change my list then :). Chocolate would be #1, that I wish I could eat more mindfully/with control/moderation, and baked goods would be #2.",mixed
"hi! i never got a call, but i back on here. I just finished the program that i was worried about before in terms of eating because i knew i'd have the feelings of work anxiousness during it. i actually didn't really binge during it at night like I was doing during the school year, so that felt really good, but i did still have the feeling of being out of control of eating in a different way during it. they gave us a certain amount of money to spend each day on bfast and lunch and i felt like i should max out the money with food, so bought as much food as i could with the allowance each meal.",mixed
"Hi! so, the forbidden food thing didn't seem especially relevant to me because I feel like my issue is that i really don't forbid any foods... I listed a few that do give me discomfort when faced with them but they're not foods i crave and don't let myself have. the things i crave, i eat, but often when i'm not hungry or way too much of them. Even in non-binge situations, I don't feel like I have much willingness to say no to a food i want, so it doesn't really seem like i have forbidden foods that i should try eating.. should i try that anyway or should i think about forbidden foods as the things i wish i could say no to but don't, or?",negative
"Thanks! Chocolate chip cookies is probably the one thing I would like to eat regularly but mindfully. Why I want to eat baked goods/sweets less: weight a little bit (I'd like to just maintain the weight I've been at for a few years but I often gain weight when I eat too much baked goods/sweets, and then since I don't feel a ton of control over that, it's hard to get back to normal). And just how it makes me feel after I overeat baked goods/sweets -- i don't feel as healthy and fit and sometimes my stomach hurts and I feel kind of gross if I eat too much of it...",negative
"Many were snacks that weren't necessarily that unhealthy (some were) so that could have been okay, but then i felt like once i had them, i'm completely out of control of when i eat them. so i ate sooo much during the 4 weeks of the program, even when i was completely full, and gained weight. i'm frustrated about that, although it didn't feel as bad mentally as the night-time binging.",negative
"so I don't like that feeling. If I just have a little or have it combined with otherwise healthy eating, then it feels fine. I think the reason I don't binge at home is I rarely binge when I'm around other people, as opposed to being alone.",negative
"I'm not sure -- I want to eat those less often, so I'm not sure how to plan eating them more intentionally, because i eat them all the time. Or those are often the things that I feel sort of out of control eating. I am going home this weekend, which usually means eating a lot of desserts, although also means less binge-ing. Anything I could I do to plan for family desserts and baked goods? My family treats visits like a eat-anything/treat yourself vacation..",none
"Hi! Thank you for checking in and I got the calls as well -- I had a really good habit of when i signed on and then my schedule changed with that really busy program and afterwards, so I just haven't been in the habit of signing on, even though i want to. Back on today and hopefully now will get back on track with it! 
I'm on family vacation now, which is pretty healthy -- I feel like the social aspect of being around other people eating healthily is really good, i don't really snack much if other people aren't snacking, or at least it makes me think twice whether i am really hungry for a snack or not.",positive
"Hi, Thanks! I think my main goal over the next month is to eat what I want to eat, not what's there... meaning, I'm feeling pretty good about not binging or overeating and feeling like I have control over balanced portions lately for the most part (not always), but sometimes with my family around, while I don't snack as much, we serve a lot of food all together and I just eat what's in front of me, even if I know I'm full or don't want the food.",positive
"Hi! the visit home was pretty good, it didn't feel super disruptive to eating habits. I've had a pretty great week or two around that because i had two big athletic challenges 2 weeks apart, and I felt like i was able to think of eating more rationally, that the outcome of eating was more about the races and what my body actually needs and wants, not for weight/image or homework anxiety stuff. it felt like a really nice reset to have an entirely different purpose around eating.",positive
A little overwhelming with the meal planning but I'm excited to put in the effort.,mixed
I have noticed I don't work out as regularly as I would like. I like to exercise during the morning but I have class so by the afternoon I am too tired or have too much to do to get to the gym in the afternoon. So I end up only working out on the weekends. I haven't been receiving the email notifications and am unable to log into the lantern app :-/,negative
"I have had 2 sick girls this week, finding excuses is definitely one of my biggest downfalls. I will try to get back on track after class today.",negative
"Sorry, it's been hard to keep my eating habits relatively healthy and consistent because I'm traveling for vacation. Do you have any tips on maintaining good practices in non-standard environments? I feel like it's easy to do so when my life is fairly consistent but when I have novel situations (parties, traveling), it's much harder. Thanks Anna!",mixed
"I think it's the novelty of all the new foods that gets to me---I've been eating 4+ meals a day recently. They've been delicious, for sure, but I've been getting super antsy about gaining too much weight. I can't tell if the issue is to eat less (my mom has mainly been the one giving me more food than I'd actually want, and I secretly want to eat more so I let her), or to accept that I'm on vacation and to get on track later (this bothers me a bit...)",mixed
"Hi, thanks for the feedback! For restricting, I had overeaten the day before and wasn't feeling particularly hungry (in addition I woke up really late, around lunchtime, since it was a Saturday). In terms of a victory, I think due to stress/lack of a regular sleeping schedule/a changing (slowing?) metabolism throughout college, I ended up gaining a fair amount of weight. The fact that I can tell that the weight is fat rather than muscle or something height-related makes me want to lose weight to get back to where I was freshman year. However, I think that I've established a guilty relationship with food because anytime I end up losing a few pounds some situation results in my binge eating again. I think I have really bipolar, extreme habits---i.e. I'll be extremely healthy and exercise for a few weeks, then there will a period where I overeat (i.e. eating when I'm not hungry) and don't exercise. I want to learn how to maintain the healthy/exercise part of my life. Sorry for the long post!",negative
Thanks Anna! I think I also have to readjust my definition of binging to be more appropriate. Sometimes I eat more than I should but it's not necessarily on the scale of a binge and I feel guilty afterwards...is that something I should be concerned about or is that normal? I think the abnormal thing is how I hyperanalyze the potential effects of that kind of overeating,negative
"I guess I figured that if I had really strong willpower I would be able to resist the temptation of binging or be able to maintain a consistent exercise schedule, and that a failure to do so was a kind of weakness....hmmm in terms of counterarguments I guess people talk about there being a finite amount of willpower so it can be used up before these situations? I'm not entirely sure!",negative
"Hi, the last week has been interesting because I think my eating and exercise schedule got totally upended. Since the semesters ending people keep making restaurant and drink plans so I feel like I've been consuming a lot of calories without time to run. It might be a bit irrational but I'm worried that my progress is slipping! I've also noticed something interesting where lately it's not unhealthy foods that I'll binge on, rather, I gain weight despite eating healthy foods because they're in excessive quantities. How do you advise avoiding that situation? Thanks!",negative
"Hi Anna, no worries, your asking me these questions is forcing me to reflect I think. It might be some sort of paranoia but I feel like my metabolism has slowed down significantly since college started--I feel like I eat much less than I did freshman year but I haven't been able to lose the weight I've gained and sometimes even gain more if I'm not careful! So after days with large meals I feel like I can notice fat in certain body areas or loss of muscle tone if I don't exercise. I hate thinking about it all the time because it's such a brain drain! I realize it's a problem or obsession too but not sure how to break out of it",negative
"I think this week has been better! Meal tracking gets kind of tedious but I am more cognizant of what I do and don't eat. I think I might've also had a ""learned helplessness"" aspect when it comes to being healthy (because of all the times I tried to stick good habits and lapsed), but focusing on small progress rather than trying to fix everything at once has been more encouraging. The past two or three days have been good---for some reason, my appetite has stabilized and I don't think about food as much (I hope this continues!).",positive
"Hey, I was a bit busy the past few days and didn't have a chance to log onto Lantern, but I'll fill out a session now! Eating habits are somewhat stabilized, which is good!",positive
"Hi Anna, thank you for that advice! I had a really good few weeks a month ago where I did this (and had consistent exercise) and felt great, so this is likely the most sustainable long term lifestyle. Even though I'm traveling now, I'll try to start this again tomorrow and maintain it (with some degree of flexibility).",positive
"I had four really good days (Monday-Thursday). I planned my food, ate well, exercised and even ate socially. Today wasn't so great. I had a really important grant due by midnight and I ate for two reasons (1) because I was stressed and (2) to stay awake. I KNOW that eating chocolate blueberries would not help EITHER of those problems and yet I ate like 30 of them anyways. I'm going to try not to feel bad about it and just get back on track tomorrow. I'm visiting my family for some celebrations this weekend :)",mixed
"Hi Dani - I just want to clarify what I wrote with my meal tracking today. When I say that I ""binged"" twice, what I mean is that twice, I ate a full meal of food that I hadn't planned to eat and when I wasn't even hungry. This is free food that was left in the kitchen at my office. This is a behavior that I really want to stop but it happens all the time. I brought good healthy food that I like, and yet I still eat the burritos and chinese food that people leave for us in the office. It's really hard!",negative
Good day yesterday - ate to fuel my body and only when I was hungry. Went grocery shopping last night and bought food that I love for this week!,positive
It's Monday so I finally got to weigh in again (I used to weigh in once a day). After 4 good days and 3 not-so-good days I stayed the exact same weight! I will try to have at least 5 good days this week.,positive
"Hi Elise, thanks for messaging. This week (eating wise) has been super great. I've successfully been quite flexible and quite restrictive in my eating. I've been flexible in that I'm not restricting myself to a low number of calories but I'm still restricting myself to eating food that I think is healthy, delicious, and good for me. I feel good and I'm happy with the results! Hopefully I can keep this up through two more weeks. I'm predicting both high stress and PMS. I will try and anticipate those by upping my calories and flexibility, and planning healthy activities accordingly so I'm less likely to stress-eat.",positive
"Hi Elise, it's wonderful to hear from you. Thanks for checking in. The program has been going well so far - some of the techniques have been really helpful. Simply committing to getting healthier by doing the program every day has changed how I feel about myself and I'm excited to become healthier. Next week would be great to call and check in - perhaps Tuesday or Thursday?",positive
Also - thank you for being a coach in this program - I really hope that I'm able to get healthier in the next ten weeks.,positive
"Hi Elise! Thanks for your message. 1:30PM PST on 16 April, sounds great. I appreciate your feedback regarding my late nights in the office. I live about five minutes away so staying late to work seems like a productive use of my time - (and I think I get more done at the office then I would at home!) but I think you're right and perhaps I can find a better use of my time after 6 or 7 pm. For example, if I got to work early, around 8 am. I could leave around 6 pm and do my exercise in the evening instead of in the morning. I don't think that early mornings in the office would be as ""triggering"" as late nights. Plus, exercising during my ""vulnerable"" time of day would be exactly that type of self-care that today's program talked about - doing something healthy when you're feeling stressed or lonely or anxious. This week, I also planned out my meals and set alarms in my calendar for what to eat and when. This will help me eat more regularly (since I used to try to put off eating as long as possible) and also make eating feel like an OK thing to do. I also bought a toothbrush for my bag so I can brush my teeth after I'm done eating. I'm hoping this will help me realize that I'm done eating and help me evaluate whether or not I'm still hungry, or just want to continue eating. I should brush my teeth more anyway. I will also be eating socially this week (the food I plan), drinking plenty of water, reintroducing healthy carbs (sweet potatoes) and taking my vitamins. With all these ideas, I guess we will have a lot to talk about on Thursday :) Thanks again!",positive
It was really nice to chat with you today Elise - I'm very appreciative of your support in this program. You can call me calipiki23 or Kate if there's a way to save that. Thanks!,positive
"Thanks Elise, today went really well! I'm feeling good about this week.",positive
"I was enjoying this at first but I am having issues staying on track because the phone app does not work. I only have access to Lantern through my computers at work or my ipad. On the bright side, I found that I was much better able to stick to what I said I would eat when I logged it into Lantern ahead of time. But its frustrating that I can't go back and look at what I had entered the day before.",mixed
"Well the main reason was because I couldn't get the app to download on my phone. Having access to it on my phone would make me stay on track a lot more. Also, I just started a practicum for my grad program, on top of my regular job, so I am working 60 hours a week. The good news is because I am so busy I have dedicated sundays to ""meal prep"" so I am choosing healthier options in advance and having them prepped so its easy to eat and ready to go. My breakfast options are not that great and I tend to eat snacks around 10-11am instead but my lunch and dinner meals are hearty and usually contain veggies. 

Thanks for checking in. I really do want to stick with this program because I think I have bad eating habits and I have binged before. I fear that I do not have control of what I eat and will therefore never lose the weight.",mixed
Just checking in. I've consumed almost 1700 calories today and only 16 oz of water. Not great but at least I know what I used to fuel my body today,mixed
"The forbidden foods technique won't help me I don't think. I feel like this is for individuals who have unhealthy relationships with food by restricting. I'm the opposite, I don't restrict anything and end up feeling shameful and guilty after",negative
"I'm sorry I haven't been engaged. I started a 25 hour a week practicum this summer on top of my 40 hour work week and I'm having trouble finding time for anything these days. I decided to start tracking my food again today. I'm aiming for 1500 calories a day but I'm not going to restrict myself for the first week I just want to record everything I eat and really see what type and amounts of food I'm consuming. Food is one of the most predominant thoughts in my head ""when am I going to eat next? When am I going to eat next? Is it time to eat yet?"" And I don't think that's a healthy mindset and it causes me to binge",negative
"I know I might learn this later on...but do you have any tips to avoid eating past being full? I tend to continue eating even when I know I am full. It results in feeling bloated, uncomfortable, sick and its quite embarrassing to just continue picking at my plate when everyone is done.",negative
I consume a lot more sugar than I know I should. Most of my snacks and meals contain a lot of sugar. It's also very difficult for me to stay within my calorie limit.,negative
Whenever I'm bored or just plain hungry and thinking of a snack it's usually sugar related. Also I have this expectation that dessert comes after a meal like it completes the meal. 1500 is the number I came to when figuring out how much I need to lose weight while being sedentary,none
"Yes! I'm also very picky about breakfast. I actually do not enjoy eating when I wake up, I usually must wait an hour or two. I also do not like sweet breakfast food (cereal, toast with jam, yogurt and fruit) and prefer the hearty meals for breakfast (bacon and eggs, biscuits and gravy) but those are not easy to prepare and reheat.",none
"I just entered today's info. It's my last week of my internship so I've been in a daze lately. I think I've been managing eating better by eating with someone, making healthier choices and staying busy. I've also incorporated oatmeal for breakfast and it helps me feel full the rest of the day",positive
"i think it is helpful, but I felt like the list is not big enough for me to really chose how I am feeling",mixed
Very well. I am traveling for school so it's been hard to get on here,mixed
i feel like once I start eating them without feeling guilty- I will eat too much of them,negative
it is so so. I drank too much on tue- which made me binge on wed.,negative
a little bit. i think it depends on the situation i am using it in,none
"With cognitive reframing- i find it difficult to come back to every day because sometimes i am actually not worried about anything, so i cant to the exercise. So i just wait till next day when i do have negative thoughts.",none
thank you for your help,none
i think both. I know carry the object with me and just thinking about it makes me for calm.,none
"i am not sure what is helping specifically not to binge, but I know that ""accepting my emotions"" has been a great help. I find it wonderful not to judge my emotions and just allowing myself to experience them",positive
"I have not. Whenever I am on here, I am not experiencing negative emotions. The past few days have been great.",positive
"Hi Anna! 
Sorry for the late reply! 
For some reason YouTube won't let me watch your video :/. So if you want you can just message me a little about yourself if you have some time.
The Dear body exercise was hard for me to see the positive in. But I think it did help me realize that I can't just blame things on myself or my body to do or look the way I want. 

Thanks! :)
Sarah",mixed
"Finally got your video to work! Glad I got to hear a little more about you :)! Meal planning hasn't been hard for me to come up with, however it is hard for me to stick to what I plan on eating. Sometimes towards the end of the day I'll find myself getting upset and wanting to unwind or seek some sort of comfort so I'll end up binging on candy or whatever sweet thing I have near by. I've really been struggling with binging lately and I think it may be stress related since finals and the end of the school year is quickly approaching :/.

Thanks Anna!
-Sarah",mixed
Sorry had some events deaths in the family. I'm back on track now,mixed
I have to cut out a lot of foods so it's hard to re arrange my diet,negative
Hey! Sorry I am back! I have been under a lot of stress since the summer. May I disclose something to you?,negative
"Yeah I have one, and I am lactose intolerant, and I have to avoid: alcohol, chocolate, nuts, greasy foods, junk foods, among others. It makes it difficult sometimes.",negative
I finally am back at school. my job kind of had me unable to access internet! I am sorry,none
"Uhm I would prefer just online, but my diet has new restrictions because of a medical diagnosis I received in June. I do have an iphone that is updated, hopefully it starts working soon.",none
"Things are going okay, thank you. I am swamped with school.",positive
"Hi Anna,
I'm sorry I've been MIA the last month or so. It's been a bit crazy but I ready to work. 
Barbara",mixed
"Hi Jackie! I completely forgot I signed up for this, but would LOVE to become active with it. I just don't really understand how it works.",mixed
"Hey Anna, 
I hope your week is off to a good start! I had a great weekend camping with my family and now am back at school working and starting some online summer classes. I have still been keeping to my schedule with working out everyday after work. I must admit it has been a little harder to motivate myself to go this week, but I always feel better after going. My binging seems to not have quite a controls over me at the moment and I am trying to keep positive towards my goals. After talking to you Thursday I believe my activity for that day had to do with binging and it was very insightful. One of the activities involved trying to stick to a certain plan. Some of the plans were drinking more water, thinking before you ate, sticking to a grocery list, and more. I decided to pick the grocery list one because I think if I plan out what I am going to eat it will help me not go overboard and it also will help me with my meal tracker. Well I just thought I would check in with you. Thank you and have a great week. 
-Lauren",mixed
"11am works great for me on Thursday if you are still available? Here is my number so you already have it 660-229-1113. And I know it has only been two days since I have really been focusing on my goals and going hard on the program, but I already am feeling better and have a fire that seems to be sparked in me. The planning of the meals really helps me nit stray from what I should be eating during the day. Binging is my biggest problem! I never set out to do it, but somehow I let it happen. I don't have a chance to binges during the day because I am at work or busy with other stuff, but it happens at night. I get home and cook a healthy meal, then after I am done I think something sweet or something else sounds good. So I get something then I go back for something else afterwards. It just escalates from there and I get something salty then something sweet until I just can't eat anymore. I feel really bad in the morning and I don't understand why I do it to myself. I am trying everything I can to not do that anymore. I am really just trying to get into a good routine with food and with exercise so it becomes more of a habit. Thank you and have a good evening! 
Lauren",negative
"Hey Anna, 

What I have found difficult is my weekends. I feel like a do such a good job on the weekdays when it comes to planning out my meals and eating. When the weekends come around it is kind of like I let loose and gain back what I lose during the week. I have been trying to be better about this, but it is still a weakness I need to work on. I also try to stop and think about if I really need to eat what I am putting in my mouth, but sometimes..quite a bit of the time..it is as if I have no self control.",negative
"I will even be thinking about how I should not be eating what I am, but I still do. I will think ""oh I will just be better tomorrow"".",none
"Hey Anna, I apologize for not getting back for awhile. I know it has been quite some time since I have gotten back in touch with you. I am doing well and have been doing a good job of maintaining my goals for this summer. I recently had to move and that took up a great amount of my time getting things situated.",positive
"I actually have an appointment at 3pm so would 4:30pm work for you on Wednesday? I am really looking forward to talking to you about the goals I have and about how this program can help me. One tip that has really stuck out to me is about exercise. I actually just got back from the gym and feel good about what I did. The tip the program gave was it isn't necessarily about how much you do when you start going, but getting into the habit of going as often as you can. I am trying to focus on making exercise a routine at the moment and not focus on how much I can run or how much I can lift. I also like the meal planning concept. I prefer to use my own meal planner called myfitnesspal, but I think the fact the program brought it up was really great. Hope to hear from you soon! 
Lauren",positive
"Hey Anna, 
I apologize for not checking in as much! The past few weeks have been very busy for me, but I should not make that an excuse! I should learn how to deal with life when it is busy. I have still been maintaining a healthy outlook on life and choosing foods that are good for me. I have not been able to go to the gym quite as much as I was, but I have been exercising with my dumbbells and finding other ways to be productive. I plan to continue using the program and taking the lessons I learn and apply them to my daily life. It means a lot that you have been keeping up with me! Have a great day!!!
-Lauren",positive
"Thank you for being patient and keeping me accountable. Have a great day! 
Lauren",positive
"Hey Anna! 
This week was finals week and last week was nothing but papers and presentations. I was so busy that I did not get to check in like I had hoped. Thank you so much for continuing to check up on me. I have big plans for myself now that school is over! I will now have more time to devote to myself and reaching my goals. What really appealed to me about this program was that it was not centered around just losing weight, but also about learning to love yourself no matter what size you are. I also like the tips I have received. They have given me a new perspective on what I originally thought about a topic. Thank you again for continuing to reach out to me. It means a lot having someone check up on me and someone I can talk to through this process. 
Have a great day,
Lauren",positive
I have began to take up snacking throughout the day and I have found that as long as they are good snacks and my meals are balanced it really helps my binging. I have also been tracking my meals so I know how many calories are going in. I have found this to be helpful as well.,positive
"How many more of those ""relaxation"" thing will I have? I stop for weeks because I really don't like them.",negative
I am very sorry I ignored your messages. I forgot where to find them. I will read them all tomorrow.,negative
I found three-four friends who have a similar problem as I do and found it pretty helpful and comforting to talk to them. I have also kind of told this to my mom although she doesn't fully understand it.,mixed
"I'm so sorry, I have been really busy with my finals and haven't been checking any emails or phone calls... So sorry about that :(",negative
"Hi Alina, I know that this is a very gradual, long-term process, and I would love to continue the program with you. The main issue I am struggling with these days is that I really want to lose some weight (not much, just about 5 pounds), but it's just really hard to do that knowing that cutting on the amount I eat might cause even more serious binge eating problem later due to the hunger I will feel. Because of that, I feel hopeless about getting on diet and being healthy. What should I do in this case?",negative
"I still have a very bad image of my body, but I am hoping that this would too get better.",negative
"Thank you! I think I accidentally clicked the next button without filling all the answers though. Now that I am on summer vacation and started my internship, I will need to come up with new chain and consequent solutions. I will be available at 2pm tomorrow! My phone number is (408) 747-9595",none
I'm definitely trying to restrict unhealthy food containing sugar or processed products mainly for my health rather than for losing weight!,none
I love the breathing tool. It helps not only eating problems but also my life in general. I fall asleep faster and deeper with the breathing technique!,positive
"Hi Alina! Sorry I just noticed that there was this platform for sending you messages. Thanks to you and this program, I feel a little more in control of myself in terms of eating. Every meal time used to be a significant stress to me, but now, I got to enjoy eating more and learned to eat meditatively.",positive
"Hi Alina, no worries about the vomiting because that's when I was super hungover (haha). I try to eat healthy but at the same time, don't force myself to avoid foods that I crave for as advised in this program. It would be nice to have a quick phone call with you sometime this week!",positive
"Hi! Sorry for the delay, but I am still happy to have a call with you sometime this week!",positive
My goals for the program: to make me feel about my body particularly around my size and my limitations and how to not use food as a coping mechanism for when I am feeling depressed and isolated. I guess the main way you can support me is to be vigilant about contacting me I guess--just because this something I avoid and don't want to talk about but I know I need to talk about these things with someone. So just your listening ear and then figuring out what exercises and things can best work for me moving forward.,mixed
"I find these tools to not be useful to me right now since I am living on campus with a dining hall. Once I go back home and have my own apartment I think planning my meals with these tools will be more successful--hence why I usually type something non-descriptive or type ""IDK"" because I usually don't",negative
Sorry I haven't also been giving detailed answers---I almost forget I signed up for this and sometimes the moods I am really make me have the most cynical of answers too.,negative
There are no barrier getting in the way of using HBI.,none
Hello! My week has been well--busy as I close up my last internship but well. I forgot about doing this but I will try and get back on it. Thanks for messaging me,none
The past few days I have not been eating consistently and so I had fell dizzy a few times and had to take a day off to rest. I am making sure I go to lunch everyday with someone and that I have extra food in my room for when I begin to eat.,none
"I studied Creative Writing and Literature in Undergrad and now I am studying Higher Education Student Affairs for grad school. I am not sure what counts as a Hobby anymore since sometimes my counselor thinks it is avoidance behaviors. So I watch anime, listen to music and crotchet. I have recently got back into arts like painting and beading. I use to dance.",none
Hey Alina! I am going to try and get through your previous questions and stuff just give me a few moments :),positive
"Something I'm struggling with right now is weighing myself. I'm scared to get on the scale because I don't want to be mad at myself. I feel like I'm healthier just because I have been eating more regularly and I've been feeling good about what I've been eating, so I don't want to ruin that by seeing that I weigh more than I think I should.",mixed
"Hi Alina, Thanks for checking in with me. I think the tools are helping me to realize exactly why I feel so bad about myself and I agree that the ""break the chain"" exercise will be good for weighing myself. I think I'm going to weigh myself tomorrow and just try to keep the positive vibes flowing regardless of what number I see.",mixed
"Hi Alina!
I think sometimes it's hard for me to remember that I don't have to restrict myself, but if I choose not to it doesn't make me anxious. I actually feel more relieved. I get anxious when I want to keep eating, I stop and pause to convince myself that I'm full, but it takes a lot of will power to keep myself from bingeing. As for the relaxation tools, I think I don't have the right mindset when I'm using them and that's why they aren't working for me. To be honest I think the first breathing exercise would be more effective if I wasn't having allergy problems right now haha.",mixed
I really don't know how to go about it. I think I need to give myself an affirmation that I'm ok the way I am after I see my weight-- but I'm not sure how I could do something that would actually convince me that I'm fine.,none
"I have been much more flexible with my eating, and it's been great. I haven't really needed to pause after dinner as much/ I sort of forgot. I probably should have last night because I had a very unconventional meal in the sense that it was really late and I was more focused on finding free food/leftovers... I think my eyes were bigger than my stomach, but it didn't get out of control because my friends sort of kept me in check-- I could base myself off of what and how much they were eating.",positive
"Hi Alina! It feels nice not thinking about what I can't eat. I think my perspective has changed to just eating whatever feels right. I did choose learn to pause, and I think the best time for me to pause is usually after dinner. I feel like that's usually the time when I'm most likely to cave and eat excessive amounts of unhealthy food, but when I actually think about what my needs are then I'm less tempted to go eat. Thanks for all your support!",positive
"Thanks Alina, everything is going well. I think the best thing for me has been understanding that eating regularly is helpful and not something I need to feel guilty about. Also social activities have not interfered with my eating habits which is good! I feel like I've been more accepting of myself since starting this program, it's changed my mindset to be more positive.",positive
"Thanks Alina, and I think I something was going on with the site because I didn't see that you had sent all of those messages until just now, so I'm sorry about that. I think the meal planning sounds great and I'm definitely down to try it. I might be able to call you tomorrow between 11 and 12. Let me know if that works for you!",positive
"Telling my mom felt good, I felt like I was disappointing her at first. She was surprised that I hadn't told her what had been going on and I think she was a little hurt by it. I think the social support learning points were good for me to read. I definitely keep things from people because I don't want to burden them, but I had't thought about it how my struggles would actually make my relationships stronger. I'll keep that in mind the next time I want to keep everything bottled up. Thanks again Alina!",positive
"Thanks Alina! I weighed myself today and it wasn't awful. I think the number would have bothered me if I hadn't mentally prepared before I weighed myself. I didn't let it affect me negatively which was really good. I think I would like to bring that number down, but I don't want it to consume my life and thoughts. I also finally told my mom about what has been going on and that I've had a problem with binging and throwing up. It felt good to tell her and I think now that she knows, she will be able to help me and encourage better habits with eating.",positive
"Hi Alina - thanks for your message. I'm hoping for this program to get me back on track and back to the weight at which I felt most comfortable and confident. I don't know how much the ""dear body"" exercise did for me - mostly it just reminded me how much I'm not a fan of that part of my body. I am available on the 4th between 4-6 pm PST and on the 8th anytime between 12-3 pm.",mixed
"Either swimming or dancing every day, and doing conditioning every day. I have some stretch marks that have recently appeared that I would love if they disappeared. I'm not really sure what motivates me to exercise. I guess keeping my end goal of my clothes fitting again in mind helps. And honestly seeing pictures of friends at the beach with their bikini bodies is motivation (and simultaneously disheartening) as well",mixed
"Hi Alina, given recent changes in my day to day schedule and a new perspective/regimen, I don't think this program is necessary anymore. Thank you so much for your checkins and encouragement, it's just that the program itself has become more of an inconvenience and source of stress than anything, which isn't what I'd prefer to be surrounding myself with right now. What is the best way to exit the program? Again thank you for all your help, you've been wonderful.",none
Thank you for all of your help and I apologize again for falling off the grid for a while.,none
"Hi Alina, I'm so sorry I haven't been responsive. Life became absolutely insane these past few weeks and all this really got put on the back burner. That being said, I'm not sure this program is right for me at this point in my life. My goal is to lose weight, which of course there isn't actually time for in college, but I think what I need perhaps when the school year ends is a regimented training and eating plan that will get me back to where I am happy and comfortable with myself. Perhaps then this program will come in handy.",none
"Hi hi hi so sorry again. These next couple of weeks are absolutely booked, but I'm hoping to get back on track sometime around mid-June!",none
"The meal planner is not super helpful, because I recently met with a personal trainer who gave me my own specific meal plan to stick to. I've been drinking a ton more water, which has been helping with curbing late afternoon snack cravings and keeping me less hungry.",none
